source_id,type,mag_F115W,mag_F150W,mag_F200W,mag_F277W,mag_F356W,mag_F444W,F115W_F150W,F150W_F200W,F200W_F277W,F277W_F356W,F356W_F444W,lya_ew,continuum_slope,balmer_break,oiii_ew,ha_ew,photo_z,ra,dec,recon_error,error_sigma,jwst_class
9363,dropout,35.0,28.312,28.093,28.033,27.886,28.087,70.688,0.219,0.0599,0.1473,-0.2015,117.57,-1.777,0.309,248.1,0.0,9.046,301.96461,-38.43777,8.0552,5.0209274,ultra_high_z_candidate
10640,dropout,35.0,28.69,26.895,26.245,26.642,26.409,70.31,1.7953,0.6501,-0.3974,0.2329,64.91,-2.308,0.854,114.53,0.0,11.111,29.44582,7.49921,8.055177,5.020912,high_z_dropout_candidate
752,dropout,35.0,28.106,28.319,28.039,27.846,28.017,70.894,-0.2132,0.2805,0.1932,-0.1711,15.77,-2.93,0.603,527.11,0.0,9.243,8.87893,31.55823,8.045012,5.014051,ultra_high_z_candidate
46165,dropout,35.0,28.208,28.351,27.934,28.361,28.225,70.7922,-0.1432,0.417,-0.4271,0.136,25.16,-2.827,0.753,94.47,0.0,10.068,234.33851,7.38342,8.0432415,5.0128555,ultra_high_z_candidate
3300,dropout,35.0,28.378,28.785,28.498,28.317,28.897,70.6225,-0.4074,0.2868,0.1808,-0.5798,72.17,-2.894,0.534,93.82,0.0,9.981,267.75302,-23.50332,8.039502,5.010331,ultra_high_z_candidate
33816,dropout,35.0,30.444,28.42,27.797,28.077,27.819,68.5559,2.0244,0.6225,-0.2801,0.2578,44.28,-1.775,0.361,1196.53,0.0,10.755,271.20581,19.31208,8.034831,5.007178,high_z_dropout_candidate
42239,dropout,35.0,28.13,28.268,28.391,28.251,28.174,70.87,-0.138,-0.1228,0.1393,0.0773,1.88,-2.795,0.909,545.72,0.0,9.478,165.86416,-62.62307,8.023452,4.9994965,ultra_high_z_candidate
11069,dropout,35.0,29.018,26.328,26.158,26.352,26.153,69.9824,2.6891,0.1705,-0.1941,0.1991,18.43,-1.755,0.85,93.3,0.0,10.236,246.57778,-14.81819,8.021908,4.998454,high_z_dropout_candidate
19454,anomaly,24.379,24.099,23.679,26.794,23.502,24.341,0.2804,0.4199,-3.1154,3.2917,-0.8386,10.78,0.552,0.272,74.1,76.02,10.49,107.98791,27.72077,8.01916,4.9965997,ultra_high_z_candidate
6721,dropout,35.0,28.861,26.59,26.492,26.581,26.823,70.1395,2.271,0.0974,-0.0887,-0.2421,53.2,-2.831,0.733,35.19,0.0,10.54,308.11158,77.09522,8.014811,4.9936633,high_z_dropout_candidate
45405,dropout,35.0,28.576,26.698,26.502,26.738,26.762,70.4243,1.8776,0.196,-0.2364,-0.0235,21.53,-2.494,0.499,109.79,0.0,11.058,39.66438,46.75522,8.011143,4.9911876,high_z_dropout_candidate
8336,anomaly,23.264,23.434,23.378,23.268,20.533,23.417,-0.1699,0.0568,0.1095,2.7348,-2.8838,343.21,-1.263,1.441,21.85,23.44,3.703,248.65913,-15.76586,8.010481,4.990741,extreme_emission_line
40940,dropout,35.0,28.473,27.025,27.17,27.069,27.265,70.527,1.4483,-0.1454,0.1007,-0.1955,82.98,-1.63,0.587,122.16,0.0,10.383,176.68307,42.25426,8.00972,4.9902267,high_z_dropout_candidate
25478,dropout,35.0,28.588,27.425,26.841,27.428,27.012,70.4118,1.1629,0.5842,-0.5872,0.4166,60.2,-2.555,0.342,501.85,0.0,11.959,216.66318,38.23487,8.008086,4.9891243,high_z_dropout_candidate
20900,dropout,35.0,31.85,29.897,29.709,29.983,29.898,67.1495,1.9537,0.1879,-0.2743,0.085,19.78,-2.775,0.837,1426.74,0.0,10.76,147.96702,-52.93932,8.0019455,4.9849787,ultra_high_z_candidate
20259,dropout,35.0,28.295,28.157,28.568,27.913,28.376,70.7049,0.1383,-0.4108,0.655,-0.4634,61.87,-2.247,0.314,87.93,0.0,10.06,296.2602,-19.64737,7.9981356,4.982407,ultra_high_z_candidate
42153,dropout,35.0,29.192,26.168,26.213,25.983,25.965,69.8077,3.0248,-0.0459,0.23,0.018,7.58,-2.79,0.338,388.28,0.0,10.568,135.84228,-80.58071,7.9894295,4.97653,high_z_dropout_candidate
30317,dropout,35.0,29.404,27.323,27.559,27.534,27.866,69.5964,2.0808,-0.2361,0.0247,-0.332,199.1,-2.175,0.872,75.08,0.0,10.48,103.16487,8.55099,7.9890637,4.976283,high_z_dropout_candidate
24291,anomaly,25.095,25.048,24.986,24.945,21.709,25.08,0.0469,0.0624,0.0408,3.2362,-3.3716,260.98,-1.511,2.646,204.15,58.29,6.264,347.53955,60.24468,7.988513,4.975911,extreme_emission_line
1332,dropout,35.0,28.284,28.391,28.332,27.991,28.535,70.7159,-0.1064,0.0581,0.3419,-0.5449,18.11,-1.803,0.98,550.41,0.0,10.106,327.2905,37.5038,7.9783225,4.9690323,ultra_high_z_candidate
12346,dropout,35.0,28.325,27.168,27.155,27.399,27.233,70.675,1.1568,0.013,-0.2442,0.1661,30.72,-2.08,0.685,81.86,0.0,10.916,96.73543,-42.31043,7.9764495,4.9677677,high_z_dropout_candidate
40748,dropout,35.0,28.06,28.155,28.139,27.98,27.894,70.9404,-0.0958,0.0161,0.1598,0.086,28.83,-1.773,0.908,131.02,0.0,9.86,349.66705,-58.7609,7.969321,4.962956,high_z_dropout_candidate
